Date,Qwinj 0866-A1b,Qwinj 0866-A1c,Qwinj 0866-A1f,Qwinj 0866-A2,Qwinj 0866-A2i,Qwinj 0867-B2b,Qwinj 0867-B2c,Qwinj 0867-B2e,Qwinj 0867-B3,Qwinj 1318-A1f,Qwinj 1318-A2,Qwinj 1318-A2i,Qwinj 1318-A3,Qwinj 1318-B1,Qwinj 1318-B1i,Qwinj 1318-B2,Qwinj 1318-B2b,Qwinj 1318-B2c,Qwinj 1318-B2d,Qwinj 1318-B2e,Qwinj 1319-A1,Qwinj 1319-A1a,Qwinj 1319-A1b,Qwinj 1319-A1c,Qwinj 1319-A1d,Qwinj 1319-A1f,Qwinj 1319-A2,Qwinj 1319-A2i,Qwinj 1319-B2,Qwinj 1319-B2c,Qwinj 0839-A1,Qwinj 0839-A1a,Qwinj 0839-A1b,Qwinj 0839-A1c,Qwinj 0839-A1d,Qwinj 0829-B1,Qwinj 0829-B1i,Qwinj 0829-B2,Qwinj 0843-A1,Qwinj 0843-A1a,Qwinj 0843-A1b,Qwinj 0843-A1c,Qwinj 0843-A1f,Qwinj 0843-A2,Qwinj 0844-A2i,Qwinj 0844-A3,Qwinj 0844-B1i,Qwinj 0844-B2,Qwinj 0844-B2b,Qwinj 0844-B2c,Qwinj 0844-B2d,Qwinj 0844-B2e,Qwinj 0451-B1,Qwinj 0451-B1i,Qwinj 0451-B2,Qwinj 1317-A2,Qwinj 1317-A2i,Qwinj 1317-A3,Qwinj 1317-B1,Qwinj 1317-B1i,Qwinj 1317-B2,Qwinj 1317-B2b,Qwinj 1317-B2c,Qwinj 1317-B2d,Qwinj 1317-B2e,Qwinj 1317-B3,Qwinj 1317-C,Qwinj 0853-A1b,Qwinj 0853-A1c,Qwinj 0853-A1f,Qwinj 0853-A2,Qwinj 0853-A2i,Qtotal 402
1/25/18,32.51,4.14,4.14,71.47,137.77,47.52,125.28,6.85,7.2,39.75,16.07,235.12,4.23,0,0,27.91,16.92,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,56.24,16.35,21.46,77.66,45.99,118.54,333.88
1/26/18,32.51,32.51,32.51,71.47,137.77,47.52,125.28,6.85,7.2,39.75,16.07,235.12,4.23,0,0,27.91,16.92,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,1.07,3.33,5.6,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,56.24,16.35,21.46,77.66,45.99,118.54,334.06
1/27/18,32.51,32.51,32.51,71.47,137.77,47.52,125.28,6.85,7.2,39.75,16.07,235.12,4.23,0,0,27.91,16.92,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,1.07,3.33,5.6,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,56.24,16.35,21.46,77.66,45.99,118.54,333.47
1/28/18,32.51,32.51,32.51,71.47,137.77,47.52,125.28,6.85,7.2,39.75,16.07,235.12,4.23,0,0,27.91,16.92,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,1.07,3.33,5.6,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,56.24,16.35,21.46,77.66,45.99,118.54,525.84
1/29/18,32.51,32.51,32.51,71.47,137.77,47.52,125.28,6.85,7.2,39.75,16.07,235.12,4.23,0,0,27.91,16.92,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,56.24,16.35,21.46,77.66,45.99,118.54,524.71
1/30/18,32.51,32.51,32.51,71.47,137.77,47.52,125.28,6.85,7.2,39.75,16.07,235.12,4.23,0,0,27.91,16.92,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,56.24,16.35,21.46,77.66,45.99,118.54,477.28
1/31/18,32.51,32.51,32.51,71.47,137.77,113.8,380.7,6.85,65.5,39.75,16.07,235.12,4.23,0,0,27.91,16.92,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,56.24,16.35,21.46,77.66,45.99,118.54,523.34
2/1/18,32.51,32.51,32.51,71.47,137.77,113.8,380.7,6.85,65.5,39.75,16.07,235.12,4.23,0,0,27.91,16.92,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,56.24,16.35,21.46,77.66,45.99,118.54,525.16
2/2/18,32.51,32.51,32.51,71.47,137.77,113.8,380.7,6.85,65.5,39.75,16.07,235.12,4.23,0,0,27.91,16.92,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,56.24,16.35,21.46,77.66,45.99,118.54,527.25
2/3/18,32.51,32.51,32.51,71.47,137.77,113.8,380.7,6.85,65.5,39.75,16.07,235.12,4.23,0,0,27.91,16.92,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,56.24,16.35,21.46,77.66,45.99,118.54,528.56
2/4/18,32.51,32.51,32.51,71.47,137.77,113.8,380.7,6.85,65.5,39.75,16.07,235.12,4.23,0,0,27.91,16.92,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,56.24,16.35,21.46,77.66,45.99,118.54,527.12
2/5/18,32.51,32.51,32.51,71.47,137.77,113.8,380.7,6.85,65.5,39.75,16.07,235.12,4.23,0,0,27.91,16.92,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,56.24,16.35,21.46,77.66,45.99,118.54,527.32
2/6/18,32.51,32.51,32.51,71.47,137.77,113.8,380.7,6.85,65.5,39.75,16.07,235.12,4.23,0,0,27.91,16.92,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,56.24,16.35,21.46,77.66,45.99,118.54,529.03
2/7/18,32.51,32.51,32.51,71.47,137.77,113.8,380.7,6.85,65.5,39.75,16.07,235.12,4.23,0,0,27.91,16.92,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,56.24,16.35,21.46,77.66,45.99,118.54,541.66
2/8/18,32.51,32.51,32.51,71.47,137.77,113.8,380.7,6.85,65.5,39.75,16.07,235.12,4.23,0,0,27.91,16.92,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,16.35,21.46,77.66,45.99,118.54,581.72
2/9/18,3.59,32.51,40.4,61.94,119.4,108.27,362.2,6.85,62.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.13,0,0,0,0,0,0,0,2.04,6.34,10.65,0,14.77,0,0,70.45,14.77,38.06,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,52.45,15.56,20.42,73.89,43.75,112.78,581.72
2/10/18,4.14,3.59,46.61,71.47,137.77,113.8,380.7,6.85,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,40,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,16.35,21.46,77.66,45.99,118.54,581.92
2/11/18,32.51,4.14,4.14,71.47,137.77,113.8,380.7,6.85,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,40,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,16.35,21.46,77.66,45.99,118.54,582.02
2/12/18,32.51,32.51,32.51,71.47,137.77,113.8,380.7,6.85,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,40,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,16.35,21.46,77.66,45.99,118.54,585.98
2/13/18,32.51,32.51,32.51,71.47,137.77,113.8,380.7,6.85,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,40,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,16.35,21.46,77.66,45.99,118.54,586.52
2/14/18,32.51,32.51,32.51,32.51,32.51,71.47,137.77,113.8,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,40,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,16.35,21.46,77.66,45.99,118.54,587.62
2/15/18,4.13,32.51,46.42,71.18,137.19,71.47,137.77,113.8,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,40,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,16.35,21.46,77.66,45.99,118.54,585.79
2/16/18,4.14,4.13,46.61,71.47,137.77,71.47,137.77,113.8,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,40,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,16.35,21.46,77.66,45.99,118.54,618.49
2/17/18,4.11,4.14,46.29,70.98,136.81,71.47,137.77,113.8,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,40,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,0,5.75,100.68,42.19,131.37,624.25
2/18/18,4.14,4.11,46.61,71.47,137.77,71.47,137.77,113.8,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,40,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,0,5.75,100.68,42.19,131.37,622.06
2/19/18,32.51,4.14,4.14,4.11,46.61,71.47,137.77,113.8,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,40,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,0,5.75,100.68,42.19,131.37,616.92
2/20/18,32.51,32.51,32.51,4.14,4.14,71.47,137.77,113.8,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,40,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,0,5.75,100.68,42.19,131.37,578.16
2/21/18,3.98,32.51,44.82,68.73,132.47,71.47,137.77,113.8,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,40,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,0,5.75,100.68,42.19,131.37,617.25
2/22/18,32.51,3.98,3.98,32.51,44.82,71.47,137.77,113.8,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,40,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,0,5.75,100.68,42.19,131.37,610.45
2/23/18,32.51,32.51,32.51,3.98,3.98,71.47,137.77,113.8,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,40,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,0,5.75,100.68,42.19,131.37,610.48
2/24/18,32.51,32.51,32.51,32.51,32.51,71.47,137.77,113.8,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,0,5.75,100.68,42.19,131.37,612.06
2/25/18,32.51,32.51,32.51,32.51,32.51,71.47,137.77,113.8,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,30,53.64,239.86,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,0,5.75,100.68,42.19,131.37,612.29
2/26/18,32.51,32.51,32.51,32.51,32.51,71.47,137.77,113.8,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,6.09,3.16,20.75,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,0,5.75,100.68,42.19,131.37,612.17
2/27/18,3.94,32.51,44.35,68.01,131.09,112.62,376.74,113.8,64.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.31,0,0,0,0,0,0,0,2.12,6.6,11.07,0,14.77,0,0,70.45,14.77,6.03,3.13,20.54,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,54.56,0,5.69,99.64,41.75,130,613.1
2/28/18,3.87,3.94,43.58,66.82,128.79,102.74,343.69,113.8,59.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.5,0,0,0,0,0,0,0,2.08,6.48,10.88,0,14.77,0,0,70.45,14.77,5.92,3.07,20.18,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,53.6,0,5.59,97.89,41.02,127.72,746.91
3/1/18,3.98,3.87,44.82,68.73,132.47,105.67,353.51,113.8,60.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,6.09,3.16,20.75,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,0,5.75,100.68,42.19,131.37,746.16
3/2/18,3.98,3.98,3.98,3.87,44.82,105.67,353.51,113.8,60.82,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,6.09,3.16,20.75,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,0,5.75,100.68,42.19,131.37,744.41
3/3/18,3.98,3.98,3.98,3.98,3.98,105.67,353.51,113.8,60.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,6.09,3.16,20.75,0,0,168,14.17,0,0,0,0,0,0,0,0,167.55,196.27,0,70.85,0,0,1.91,55.13,0,5.75,100.68,42.19,131.37,748.09
3/4/18,0,23.46,64.52,21.99,140.03,177.06,357.21,113.8,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,6.09,3.16,20.75,0,0,168,14.17,0,0,0,0,0,18.6,42.51,3.54,184.21,88.56,0,69.08,3.54,7.97,1.91,40.74,0,5.14,89.9,37.67,117.29,746.33
3/5/18,0,0,0,23.46,64.52,177.06,357.21,113.8,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,6.09,3.16,20.75,0,0,168,14.17,0,0,0,0,0,18.6,42.51,3.54,184.21,88.56,0,69.08,3.54,7.97,1.91,40.74,0,5.14,89.9,37.67,117.29,745.23
3/6/18,0,22.52,61.94,21.11,134.43,177.06,357.21,113.8,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,6.09,3.16,20.75,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,744.72
3/7/18,13.46,39.25,108.79,68.41,10.09,177.06,357.21,113.8,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,6.09,3.16,20.75,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,746.85
3/8/18,7.29,21.26,58.93,37.06,5.47,177.06,357.21,113.8,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,6.09,3.16,20.75,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,745.07
3/9/18,13.46,39.25,108.79,68.41,10.09,177.06,357.21,113.8,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,0,0,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,14.77,0,0,70.45,14.77,6.09,3.16,20.75,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,744.53
3/10/18,13.46,32.51,13.46,39.25,108.79,177.06,357.21,113.8,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.65,64.53,185.81,0,0,0,0,0,0,0,3.21,10,16.79,0,14.77,0,0,70.45,14.77,2.03,1.05,6.92,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,744.95
3/11/18,13.46,13.46,13.46,32.51,13.46,177.06,357.21,113.8,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,149.65,64.53,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,0,14.77,0,0,70.45,14.77,2.03,1.05,6.92,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,734.45
3/12/18,13.32,38.84,107.65,67.7,9.99,175.21,353.48,113.8,25.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.49,159.46,360.01,0,0,0,0,0,0,0,3.18,9.9,16.61,31.97,14.77,6.85,7.61,76.12,293.07,2.01,1.04,6.85,0,0,168,14.17,0,0,0,0,0,17.25,39.44,3.29,170.89,82.16,0,64.09,3.29,7.39,1.91,37.79,0,5.08,88.96,37.28,116.07,622.47
3/13/18,8.97,26.17,72.52,45.61,6.73,177.06,357.21,113.8,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.29,224.62,311.09,0,0,0,0,0,0,0,3.21,10,16.79,15.38,14.77,3.3,3.66,36.63,141.03,2.03,1.05,6.92,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,617.01
3/14/18,13.46,39.25,108.79,68.41,10.09,177.06,357.21,113.8,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,44.29,224.62,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,23.08,14.77,4.95,5.49,54.95,211.54,2.03,1.05,6.92,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,554.89
3/15/18,13.46,13.46,13.46,39.25,108.79,177.06,357.21,113.8,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,44.29,224.62,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,23.08,14.77,4.95,5.49,54.95,211.54,2.03,1.05,6.92,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,615.25
3/16/18,13.46,13.46,13.46,13.46,13.46,177.06,357.21,113.8,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,44.29,224.62,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,23.08,14.77,4.95,5.49,54.95,211.54,2.03,1.05,6.92,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,615.46
3/17/18,13.46,13.46,13.46,13.46,13.46,177.06,357.21,113.8,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,0,0,44.29,224.62,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,23.08,14.77,4.95,5.49,54.95,211.54,2.03,1.05,6.92,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,619.88
3/18/18,13.46,13.46,13.46,13.46,13.46,177.06,357.21,113.8,25.74,29.09,13.14,48.85,0,0,8.93,0,0,0,0,0,0,0,52.51,0,0,44.29,224.62,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,23.08,14.77,4.95,5.49,54.95,211.54,2.03,1.05,6.92,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,608.5
3/19/18,13.46,13.46,13.46,13.46,13.46,177.06,357.21,113.8,25.74,29.09,13.14,48.85,0,0,8.93,0,0,0,0,0,0,0,52.51,0,0,44.29,224.62,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,0,14.77,10.14,0,173.42,246.44,2.03,1.05,6.92,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,614.68
3/20/18,13.46,13.46,13.46,13.46,13.46,177.06,357.21,113.8,25.74,29.09,13.14,48.85,0,0,8.93,0,0,0,0,0,0,0,52.51,0,0,44.29,224.62,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,0,14.77,10.14,0,173.42,246.44,2.03,1.05,6.92,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,612.67
3/21/18,13.46,13.46,13.46,13.46,13.46,177.06,357.21,113.8,25.74,29.09,13.14,48.85,0,0,8.93,0,0,0,0,0,0,0,0,0,0,38.18,193.64,268.18,0,0,0,0,0,0,0,3.21,10,16.79,0,14.77,10.14,0,173.42,246.44,2.03,1.05,6.92,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,468.68
3/22/18,13.46,13.46,13.46,13.46,13.46,177.06,357.21,113.8,25.74,29.09,13.14,48.85,0,0,8.93,0,0,0,0,0,0,0,52.51,0,0,38.18,193.64,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,0,14.77,10.14,0,173.42,246.44,2.03,1.05,6.92,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,468.97
3/23/18,13.46,13.46,13.46,13.46,13.46,177.06,357.21,113.8,25.74,29.09,13.14,48.85,0,0,8.93,0,0,0,0,0,0,0,52.51,0,0,38.18,193.64,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,0,14.77,10.14,0,173.42,246.44,2.03,1.05,6.92,0,0,168,14.17,0,0,0,0,0,17.44,39.85,3.32,172.69,83.03,0,64.76,3.32,7.47,1.91,38.19,0,5.14,89.9,37.67,117.29,468.78
