Date,Qwinj 0866-A1b,Qwinj 0866-A1c,Qwinj 0866-A1f,Qwinj 0866-A2,Qwinj 0866-A2i,Qwinj 0867-B2b,Qwinj 0867-B2c,Qwinj 0867-B2e,Qwinj 0867-B3,Qwinj 1318-A1f,Qwinj 1318-A2,Qwinj 1318-A2i,Qwinj 1318-A3,Qwinj 1318-B1,Qwinj 1318-B1i,Qwinj 1318-B2,Qwinj 1318-B2b,Qwinj 1318-B2c,Qwinj 1318-B2d,Qwinj 1318-B2e,Qwinj 1319-A1,Qwinj 1319-A1a,Qwinj 1319-A1b,Qwinj 1319-A1c,Qwinj 1319-A1d,Qwinj 1319-A1f,Qwinj 1319-A2,Qwinj 1319-A2i,Qwinj 1319-B2,Qwinj 1319-B2c,Qwinj 0839-A1,Qwinj 0839-A1a,Qwinj 0839-A1b,Qwinj 0839-A1c,Qwinj 0839-A1d,Qwinj 0829-B1,Qwinj 0829-B1i,Qwinj 0829-B2,Qwinj 0843-A1,Qwinj 0843-A1a,Qwinj 0843-A1b,Qwinj 0843-A1c,Qwinj 0843-A1f,Qwinj 0843-A2,Qwinj 0844-A2i,Qwinj 0844-A3,Qwinj 0844-B1i,Qwinj 0844-B2,Qwinj 0844-B2b,Qwinj 0844-B2c,Qwinj 0844-B2d,Qwinj 0844-B2e,Qwinj 0451-B1,Qwinj 0451-B1i,Qwinj 0451-B2,Qwinj 1317-A2,Qwinj 1317-A2i,Qwinj 1317-A3,Qwinj 1317-B1,Qwinj 1317-B1i,Qwinj 1317-B2,Qwinj 1317-B2b,Qwinj 1317-B2c,Qwinj 1317-B2d,Qwinj 1317-B2e,Qwinj 1317-B3,Qwinj 1317-C,Qwinj 0853-A1b,Qwinj 0853-A1c,Qwinj 0853-A1f,Qwinj 0853-A2,Qwinj 0853-A2i,Qtotal 402
9/2/17,0,37,115.62,60.12,299.45,180.32,504.12,0,42.12,129.52,20.62,0,0,70.36,107.74,0,10.99,14.82,5.8,9.02,0,0,0,0,0,30.09,146,328.77,94.73,30.09,0,0,0,0,0,4.15,12.92,21.68,0,23.02,2.62,28.25,54.41,206.14,193.53,20.92,268.06,32.69,7.85,164.76,0,0,0,0,0,0,0,78.86,5.57,104.84,85.35,4.64,50.1,29.69,0,0,57.52,0,24.05,70.31,41.63,212.77,851
9/3/17,0,39.73,124.15,64.56,321.56,186.14,520.38,0,43.48,133.7,21.29,0,0,70.36,107.74,0,10.99,15.3,5.99,9.31,0,0,0,0,0,31.06,150.71,339.38,97.79,31.06,0,0,0,0,0,50.36,156.67,262.98,0,23.02,2.62,28.25,54.41,206.14,216.65,23.42,300.1,36.6,8.78,184.45,0,0,0,0,0,0,0,81.4,5.75,108.22,88.11,4.79,51.71,30.65,0,0,59.38,0,24.83,72.57,42.97,219.63,851
9/4/17,0,39.73,0,64.56,321.56,186.14,520.38,0,43.48,133.7,21.29,0,0,70.36,107.74,0,10.99,15.3,5.99,9.31,0,0,52.51,0,0,31.06,150.71,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,0,23.02,2.62,28.25,54.41,206.14,216.65,23.42,300.1,36.6,8.78,184.45,0,0,0,0,0,0,0,90.87,6.41,120.8,98.35,5.35,57.73,34.21,0,0,66.28,0,24.83,72.57,42.97,219.63,848.54
9/5/17,0,39.73,0,64.56,321.56,186.14,520.38,0,43.48,133.7,21.29,0,0,70.36,107.74,0,10.99,15.3,5.99,9.31,0,0,0,0,0,33.45,162.3,365.49,105.31,33.45,0,0,0,0,0,3.21,10,16.79,0,23.02,2.62,28.25,54.41,206.14,202.59,21.9,280.61,34.22,8.21,172.47,0,0,0,0,0,0,0,88.98,6.28,118.29,96.3,5.23,56.53,33.5,0,0,64.9,0,24.83,72.57,42.97,219.63,851
9/6/17,0,39.73,0,64.56,321.56,121.61,339.98,0,28.41,133.7,21.29,0,0,70.36,107.74,0,10.99,15.3,5.99,9.31,0,0,52.51,0,0,33.45,162.3,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,0,23.02,2.62,28.25,54.41,206.14,202.59,21.9,280.61,34.22,8.21,172.47,0,0,0,0,0,0,0,88.98,6.28,118.29,96.3,5.23,56.53,33.5,0,0,64.9,0,24.83,72.57,42.97,219.63,843.08
9/7/17,22.84,39.73,113.15,42.56,345.67,119.92,335.26,0,28.01,131.85,20.99,0,0,70.36,107.74,0,10.99,15.09,5.9,9.18,0,0,0,0,0,32.99,160.05,360.41,103.85,32.99,0,0,0,0,0,3.17,9.86,16.55,0,23.02,2.62,28.25,54.41,206.14,199.77,21.6,276.71,33.75,8.1,170.08,0,0,0,0,0,0,0,87.74,6.19,116.64,94.97,5.16,55.74,33.03,0,0,64,0,24.48,71.56,42.37,216.58,800.2
9/8/17,22.84,39.73,22.84,42.56,345.67,121.61,339.98,0,28.41,445.68,70.95,0,0,70.36,107.74,0,10.99,51,19.96,31.04,0,0,0,0,0,33.45,162.3,365.49,105.31,33.45,0,0,0,0,0,3.21,10,16.79,0,23.02,2.62,28.25,54.41,206.14,202.59,21.9,280.61,34.22,8.21,172.47,0,0,0,0,0,0,0,88.98,6.28,118.29,96.3,5.23,56.53,33.5,0,0,64.9,0,24.83,72.57,42.97,219.63,800.55
9/9/17,22.84,39.73,22.84,42.56,345.67,121.61,339.98,0,28.41,445.68,70.95,0,0,70.36,107.74,0,10.99,51,19.96,31.04,0,0,52.51,0,0,33.45,162.3,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,0,23.02,2.62,28.25,54.41,206.14,202.59,21.9,280.61,34.22,8.21,172.47,0,0,0,0,0,0,0,88.98,6.28,118.29,96.3,5.23,56.53,33.5,0,0,64.9,0,21.38,62.49,37,189.12,796.06
9/10/17,22.84,39.73,22.84,42.56,345.67,121.61,339.98,0,28.41,445.68,70.95,0,0,70.36,107.74,0,10.99,51,19.96,31.04,0,0,52.51,0,0,33.45,162.3,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,0,23.02,2.62,28.25,54.41,206.14,202.59,21.9,280.61,34.22,8.21,172.47,0,0,0,0,0,0,0,88.98,6.28,118.29,96.3,5.23,56.53,33.5,0,0,64.9,0,21.38,62.49,37,189.12,796.19
9/11/17,23.6,39.73,116.92,43.98,357.2,121.61,339.98,0,28.41,445.68,70.95,0,0,70.36,107.74,0,10.99,51,19.96,31.04,0,0,52.51,0,0,33.45,162.3,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,0,23.02,2.62,28.25,54.41,206.14,202.59,21.9,280.61,34.22,8.21,172.47,0,0,0,0,0,0,0,88.98,6.28,118.29,96.3,5.23,56.53,33.5,0,0,64.9,0,21.38,62.49,37,189.12,794.87
9/12/17,23.6,39.73,23.6,43.98,357.2,121.61,339.98,0,28.41,445.68,70.95,0,0,70.36,107.74,0,10.99,51,19.96,31.04,0,0,52.51,0,0,33.45,162.3,358.03,171.86,157.54,0,0,0,0,0,3.21,10,16.79,0,23.02,2.62,28.25,54.41,206.14,202.59,21.9,280.61,34.22,8.21,172.47,0,0,0,0,0,0,0,88.98,6.28,118.29,96.3,5.23,56.53,33.5,0,0,64.9,0,21.38,62.49,37,189.12,794.71
9/13/17,23.6,39.73,23.6,43.98,357.2,121.61,339.98,0,28.41,221.16,28.57,533.33,0,0,6.35,166.14,14.81,0,11.64,17.99,5.05,8.84,42.96,27.8,0,149.1,90.97,255.23,73.29,46.75,0,0,0,0,0,2.14,6.67,11.19,0,23.02,2.62,28.25,54.41,206.14,202.59,21.9,280.61,34.22,8.21,172.47,0,0,0,0,0,0,0,88.98,6.28,118.29,96.3,5.23,56.53,33.5,0,0,64.9,0,1.8,88.96,51.22,168.03,792.2
9/14/17,23.6,39.73,23.6,43.98,357.2,121.61,339.98,0,28.41,176.93,22.86,426.67,0,0,5.08,132.91,11.85,0,9.31,14.39,0,8.84,52.51,0,0,149.1,90.97,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,23.02,2.62,28.25,54.41,206.14,205.4,22.21,284.51,34.7,8.33,174.87,0,0,0,0,0,0,0,88.98,6.28,118.29,96.3,5.23,56.53,33.5,0,0,64.9,0,1.16,57.39,33.04,108.41,795.77
9/15/17,23.6,39.73,23.6,43.98,357.2,121.61,339.98,0,28.41,176.93,22.86,426.67,0,0,5.08,132.91,11.85,0,9.31,14.39,0,8.84,52.51,0,0,149.1,90.97,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,23.02,2.62,28.25,54.41,206.14,205.4,22.21,284.51,34.7,8.33,174.87,0,0,0,0,0,0,0,88.98,6.28,118.29,96.3,5.23,56.53,33.5,0,0,64.9,0,1.16,57.39,33.04,108.41,957.49
9/16/17,23.6,39.73,23.6,43.98,357.2,121.61,339.98,0,28.41,176.93,22.86,426.67,0,0,5.08,132.91,11.85,0,9.31,14.39,0,8.84,52.51,0,0,149.1,90.97,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,23.02,2.62,28.25,54.41,206.14,205.4,22.21,284.51,34.7,8.33,174.87,0,0,0,0,0,0,0,88.98,6.28,118.29,96.3,5.23,56.53,33.5,0,0,64.9,0,1.16,57.39,33.04,108.41,968.38
9/17/17,65.72,29.51,108.64,61.69,304.45,121.61,339.98,0,28.41,176.93,22.86,426.67,0,0,5.08,132.91,11.85,0,9.31,14.39,0,8.84,52.51,0,0,149.1,90.97,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,23.02,2.62,28.25,54.41,206.14,205.4,22.21,284.51,34.7,8.33,174.87,0,0,0,0,0,0,0,88.98,6.28,118.29,96.3,5.23,56.53,33.5,0,0,64.9,0,1.16,57.39,33.04,108.41,971.32
9/18/17,62.75,28.17,103.73,58.91,290.7,116.12,324.64,0,27.12,105.59,13.64,254.63,0,0,3.03,79.32,7.07,0,5.56,8.59,4.83,8.45,41.02,26.54,0,142.37,86.87,243.71,69.98,44.64,0,0,0,0,0,2.05,6.37,10.69,0,23.02,2.62,28.25,54.41,206.14,196.13,21.2,271.66,33.13,7.95,166.97,0,0,0,0,0,0,9.1,32.34,0,109.16,141.51,0,85.92,0,0,16.17,43.46,0,1.11,54.8,31.55,103.51,963.24
9/19/17,64.8,29.1,107.13,60.84,300.22,119.92,335.26,0,28.01,109.05,14.09,262.96,0,0,3.13,81.92,7.3,0,5.74,8.87,4.98,8.72,42.36,27.41,0,147.03,89.71,251.69,72.27,46.1,0,0,0,0,0,2.11,6.57,11.04,0,23.02,2.62,28.25,54.41,206.14,202.55,21.9,280.55,34.21,8.21,172.44,0,0,0,0,0,0,9.39,33.4,0,112.74,146.14,0,88.73,0,0,16.7,44.89,0,1.14,56.59,32.58,106.9,964.73
9/20/17,65.72,29.51,108.64,61.69,304.45,121.61,339.98,0,28.41,110.58,14.29,266.67,0,0,3.17,83.07,7.41,0,5.82,8.99,5.05,8.84,42.96,27.8,0,149.1,90.97,255.23,73.29,46.75,0,0,0,0,0,2.14,6.67,11.19,0,23.02,2.62,28.25,54.41,206.14,205.4,22.21,284.51,34.7,8.33,174.87,0,0,0,0,0,0,9.53,33.87,0,114.32,148.2,0,89.98,0,0,16.94,45.52,0,1.16,57.39,33.04,108.41,964.71
9/21/17,65.72,29.51,65.72,61.69,304.45,121.61,339.98,0,28.41,110.58,14.29,266.67,0,0,3.17,83.07,7.41,0,5.82,8.99,0,8.84,52.51,0,0,149.1,90.97,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,0,23.02,2.62,28.25,54.41,206.14,205.4,22.21,284.51,34.7,8.33,174.87,0,0,0,0,0,0,9.53,33.87,0,114.32,148.2,0,89.98,0,0,16.94,45.52,0,1.16,57.39,33.04,108.41,962.53
9/22/17,59.95,29.51,99.11,56.28,277.74,121.61,339.98,0,28.41,110.58,14.29,266.67,0,0,3.17,83.07,7.41,0,5.82,8.99,0,8.84,52.51,0,0,149.1,90.97,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,15.38,0,0,13.46,57.69,13.46,244.79,26.46,339.07,41.35,9.92,208.4,0,0,0,0,0,0,9.53,33.87,0,114.32,148.2,0,89.98,0,0,16.94,45.52,0,1.16,57.39,33.04,108.41,958.76
9/23/17,59.95,29.51,59.95,56.28,277.74,121.61,339.98,0,28.41,110.58,14.29,266.67,0,0,3.17,83.07,7.41,0,5.82,8.99,5.49,9.6,46.64,30.18,0,161.88,98.77,277.11,79.57,50.76,0,0,0,0,0,2.14,6.67,11.19,15.38,0,0,13.46,57.69,13.46,244.79,26.46,339.07,41.35,9.92,208.4,0,0,0,0,0,0,9.53,33.87,0,114.32,148.2,0,89.98,0,0,16.94,45.52,0,1.16,57.39,33.04,108.41,964.96
9/24/17,59.95,29.51,59.95,56.28,277.74,121.61,339.98,0,28.41,110.58,14.29,266.67,0,0,3.17,83.07,7.41,0,5.82,8.99,0,9.6,52.51,0,0,161.88,98.77,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,15.38,0,0,13.46,57.69,13.46,244.79,26.46,339.07,41.35,9.92,208.4,0,0,0,0,0,0,9.53,33.87,0,114.32,148.2,0,89.98,0,0,16.94,45.52,0,1.16,57.39,33.04,108.41,960.76
9/25/17,59.33,29.51,98.07,55.7,274.85,122.8,343.31,0,28.68,109.43,14.14,263.89,0,0,3.14,82.2,7.33,0,5.76,8.9,5.43,9.5,46.16,29.87,0,160.19,97.74,274.23,78.74,50.23,0,0,0,0,0,2.12,6.6,11.07,15.22,0,0,13.32,57.09,13.32,242.24,26.19,335.54,40.92,9.82,206.23,0,0,0,0,0,0,9.43,33.52,0,113.13,146.65,0,89.04,0,0,16.76,45.04,0,1.15,56.79,32.7,107.28,961.64
9/26/17,59.95,29.51,99.11,56.28,277.74,124.09,346.92,0,28.99,110.58,14.29,266.67,0,0,3.17,83.07,7.41,0,5.82,8.99,5.49,9.6,46.64,30.18,0,161.88,98.77,277.11,79.57,50.76,0,0,0,0,0,2.14,6.67,11.19,15.38,0,0,13.46,57.69,13.46,216.65,23.42,300.1,36.6,8.78,184.45,0,0,0,0,0,0,9.53,33.87,0,114.32,148.2,0,89.98,0,0,16.94,45.52,0,1.16,57.39,33.04,108.41,968.7
9/27/17,59.95,29.51,59.95,56.28,277.74,124.09,346.92,0,28.99,110.58,14.29,266.67,0,0,3.17,83.07,7.41,0,5.82,8.99,0,9.6,52.51,0,0,161.88,98.77,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,15.38,0,0,13.46,57.69,13.46,216.65,23.42,300.1,36.6,8.78,184.45,0,0,0,0,0,0,9.53,33.87,0,114.32,148.2,0,89.98,0,0,16.94,45.52,0,1.16,57.39,33.04,108.41,1184.87
9/28/17,59.95,29.51,59.95,56.28,277.74,121.89,353.2,6.23,18.68,106.16,13.71,256,0,0,3.05,79.75,7.11,0,5.59,8.63,0,9.6,52.51,0,0,161.88,98.77,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,15.38,0,0,13.46,57.69,13.46,216.65,23.42,300.1,36.6,8.78,184.45,0,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,1.16,57.39,33.04,108.41,1200.78
9/29/17,64.56,29.51,106.73,60.61,299.11,121.89,353.2,6.23,18.68,106.16,13.71,256,0,0,3.05,79.75,7.11,0,5.59,8.63,0,9.6,52.51,0,0,161.88,98.77,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,15.38,0,0,13.46,57.69,13.46,216.65,23.42,300.1,36.6,8.78,184.45,0,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,1187.62
9/30/17,64.56,29.51,64.56,60.61,299.11,121.89,353.2,6.23,18.68,106.16,13.71,256,0,0,3.05,79.75,7.11,0,5.59,8.63,3.47,6.06,29.46,19.06,0,102.24,62.38,175.02,50.25,32.06,0,0,0,0,0,2.14,6.67,11.19,15.38,0,0,13.46,57.69,13.46,39.07,89.53,384.19,0,0,232.79,24.42,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,1186.23
10/1/17,64.56,29.51,64.56,60.61,299.11,121.89,353.2,6.23,18.68,106.16,13.71,256,0,0,3.05,79.75,7.11,0,5.59,8.63,0,6.06,52.51,0,0,102.24,62.38,358.03,171.86,157.54,0,0,0,0,0,2.14,6.67,11.19,15.38,0,0,13.46,57.69,13.46,39.07,89.53,384.19,0,0,232.79,24.42,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,1108.49
10/2/17,63.89,29.51,105.62,59.98,295.99,120.7,349.77,6.17,18.5,105.13,13.58,253.51,0,0,3.02,78.97,7.04,0,5.53,8.55,3.43,6.01,29.17,18.88,0,101.24,61.78,173.32,49.76,31.75,0,0,0,0,0,2.12,6.6,11.08,15.22,0,0,13.32,57.09,13.32,38.69,88.66,380.45,0,0,230.53,24.18,0,0,0,0,0,9.03,32.12,0,108.4,140.51,0,85.31,0,0,16.06,43.16,0,0,21.67,56.97,121.36,995.85
10/3/17,64.56,29.51,106.73,60.61,299.11,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,3.47,6.06,29.46,19.06,0,102.24,62.38,175.02,50.25,32.06,0,0,0,0,0,2.14,6.67,11.19,15.38,0,0,13.46,57.69,13.46,39.07,89.53,384.19,0,0,232.79,24.42,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,995.02
10/4/17,64.56,29.51,64.56,60.61,299.11,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,0,6.06,52.51,0,0,102.24,62.38,358.03,171.86,157.54,0,0,0,0,0,4.29,13.33,22.38,15.38,0,0,13.46,57.69,13.46,39.07,89.53,384.19,0,0,232.79,24.42,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,994.94
10/5/17,62.86,29.51,103.91,59.01,291.21,120.87,350.26,6.18,18.53,40.38,58.24,205.77,0,0,27.18,85.42,13.2,20.97,2.33,22.52,3.44,6.01,29.21,18.9,0,101.39,61.86,173.56,49.83,31.79,0,0,0,0,0,4.25,13.22,22.19,14.98,0,0,13.11,56.17,13.11,24.15,55.35,237.5,0,0,143.91,15.1,0,0,0,0,0,9.05,32.16,0,108.55,140.71,0,85.43,0,0,16.08,43.22,0,0,21.67,56.97,121.36,999.32
10/6/17,64.56,29.51,106.73,60.61,299.11,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,5.85,10.23,49.71,32.17,0,172.53,105.27,295.34,84.8,54.1,0,0,0,0,0,4.29,13.33,22.38,15.38,0,0,13.46,57.69,13.46,24.36,55.81,239.49,0,0,145.12,15.22,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,993.61
10/7/17,64.56,29.51,64.56,60.61,299.11,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,0,10.23,52.51,0,0,172.53,105.27,358.03,171.86,157.54,0,0,0,0,0,4.29,13.33,22.38,15.38,0,0,13.46,57.69,13.46,24.36,55.81,239.49,0,0,145.12,15.22,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,1028.21
10/8/17,64.56,29.51,64.56,60.61,299.11,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,0,10.23,52.51,0,0,172.53,105.27,358.03,171.86,157.54,0,0,0,0,0,4.29,13.33,22.38,15.38,0,0,13.46,57.69,13.46,24.36,55.81,239.49,0,0,145.12,15.22,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,1005.4
10/9/17,64.56,29.51,64.56,60.61,299.11,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,0,10.23,52.51,0,0,172.53,105.27,358.03,171.86,157.54,0,0,0,0,0,4.29,13.33,22.38,15.38,0,0,13.46,57.69,13.46,24.36,55.81,239.49,0,0,145.12,15.22,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,1006.5
10/10/17,0,57.9,115.79,78.86,307.45,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,0,10.23,52.51,0,0,172.53,105.27,358.03,171.86,157.54,0,0,0,0,0,4.29,13.33,22.38,15.38,0,0,13.46,57.69,13.46,24.36,55.81,239.49,0,0,145.12,15.22,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,1004.54
10/11/17,0,57.9,0,78.86,307.45,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,0,10.23,52.51,0,0,172.53,105.27,358.03,171.86,157.54,0,0,0,0,0,4.29,13.33,22.38,15.38,0,0,13.46,57.69,13.46,24.36,55.81,239.49,0,0,145.12,15.22,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,994.2
10/12/17,0,57.9,0,78.86,307.45,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,0,10.23,52.51,0,0,172.53,105.27,358.03,171.86,157.54,0,0,0,0,0,4.29,13.33,22.38,15.38,0,0,13.46,57.69,13.46,24.36,55.81,239.49,0,0,145.12,15.22,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,996.36
10/13/17,0,57.9,0,78.86,307.45,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,0,10.23,52.51,0,0,172.53,105.27,358.03,171.86,157.54,0,0,0,0,0,4.29,13.33,22.38,10.77,0,0,9.42,40.38,9.42,24.36,55.81,239.49,0,0,145.12,15.22,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,991.03
10/14/17,0,57.9,114.67,78.09,304.46,120.79,350.01,6.17,18.51,40.35,58.2,205.63,0,0,27.16,85.36,13.19,20.95,2.33,22.5,5.8,10.14,49.26,31.88,0,170.97,104.32,292.68,84.04,53.61,0,0,0,0,0,4.25,13.21,22.18,10.66,0,0,9.33,39.99,9.33,0,53.64,239.86,0,0,168,14.17,0,0,0,0,0,9.04,32.14,0,108.47,140.61,0,85.37,0,0,16.07,43.19,0,0,21.67,56.97,121.36,993.45
10/15/17,0,57.9,115.79,78.86,307.45,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,5.85,10.23,49.71,32.17,0,172.53,105.27,295.34,84.8,54.1,0,0,0,0,0,4.29,13.33,22.38,10.77,0,0,9.42,40.38,9.42,0,53.64,239.86,0,0,168,14.17,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,998.45
10/16/17,0,57.9,0,78.86,307.45,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,0,0,37.82,0,0,412.88,96.13,59.88,86.67,116.61,0,0,0,0,0,4.29,13.33,22.38,10.77,0,0,9.42,40.38,9.42,0,53.64,239.86,0,0,168,14.17,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,999.48
10/17/17,0,57.9,0,78.86,307.45,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,0,0,52.51,0,0,412.88,96.13,358.03,171.86,157.54,0,0,0,0,0,4.29,13.33,22.38,10.77,0,0,9.42,40.38,9.42,0,53.64,239.86,0,0,168,14.17,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,996.5
10/18/17,0,57.9,0,78.86,307.45,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,0,0,52.51,0,0,412.88,96.13,358.03,171.86,157.54,0,0,0,0,0,4.29,13.33,22.38,10.77,0,0,9.42,40.38,9.42,0,53.64,239.86,0,0,168,14.17,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,1000.05
10/19/17,0,57.9,109.52,74.59,290.8,115.54,334.81,5.9,17.71,38.6,55.67,196.7,0,0,25.98,81.65,12.62,20.04,2.23,21.53,0,0,17.7,0,0,193.27,45,28.03,40.57,54.59,0,0,0,0,0,4.06,12.64,21.22,14.55,0,0,12.73,54.57,12.73,0,53.64,239.86,0,0,168,14.17,0,0,0,0,0,8.65,30.74,0,103.76,134.5,0,81.66,0,0,15.37,41.31,0,0,21.67,56.97,121.36,1018.41
10/20/17,0,57.9,115.79,78.86,307.45,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,0,0,18.68,0,0,203.89,47.47,29.57,42.8,57.59,0,0,0,0,0,4.29,13.33,22.38,15.38,0,0,13.46,57.69,13.46,0,53.64,239.86,0,0,168,14.17,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,1002.34
10/21/17,0,57.9,0,78.86,307.45,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,0,0,23.35,0,0,254.86,59.34,36.96,53.5,71.98,0,0,0,0,0,4.29,13.33,22.38,15.38,0,0,13.46,57.69,13.46,0,53.64,239.86,0,0,168,14.17,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,983.12
10/22/17,0,57.9,0,78.86,307.45,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,0,0,52.51,0,0,254.86,59.34,358.03,171.86,157.54,0,0,0,0,0,4.29,13.33,22.38,0,14.77,0,0,70.45,14.77,0,53.64,239.86,0,0,168,14.17,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,980.95
10/23/17,0,57.9,0,78.86,307.45,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,0,0,52.51,0,0,254.86,59.34,358.03,171.86,157.54,0,0,0,0,0,4.29,13.33,22.38,0,14.77,0,0,70.45,14.77,0,53.64,239.86,0,0,168,14.17,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,984.68
10/24/17,0,57.9,0,78.86,307.45,121.89,353.2,6.23,18.68,40.72,58.73,207.5,0,0,27.41,86.13,13.31,21.14,2.35,22.71,0,0,52.51,0,0,254.86,59.34,358.03,171.86,157.54,0,0,0,0,0,4.29,13.33,22.38,0,14.77,0,0,70.45,14.77,0,53.64,239.86,0,0,168,14.17,0,0,0,0,0,9.12,32.43,0,109.46,141.89,0,86.15,0,0,16.22,43.58,0,0,21.67,56.97,121.36,980.73
